metric_id,sub_power,type,question,seeded_headline,n,status,anchor_source_flag,tranche,real_anchor,source,base,grade,notes,bucket,bucket_why
REW26_WEL_MH_SUPPORT,Wellbeing,multi_select,Which mental-health support provisions are offered?,MH first aiders 16%,220,ANCHORED,YES,1 - benefit prevalence,"Mental-health support measures: counselling 43%, phased return 43%, EAP 41%, MHFA 40% (top measures, all orgs)","CIPD Health & Wellbeing at Work 2025 (Sept 2025, YouGov, n=1,101; large 250+ n=376; SME n=446)",all-UK,A,"HW Fig11. 12% take no action || CIPD H&W 2025 SOURCE (actions to manage mental health, all-UK): counselling 43%, phased return/adjustments 43%, EAP 41%, MH first-aid training 40%, awareness-raising 40%, MH champions 37%, flexible-working promo 35%, resilience training 30%, manager MH training 29%, MH via health benefits 27%; only 12% take NO action. Top wellbeing benefits overall: counselling 71%, EAP 67%, 24/7 MH support 52%, virtual GP 34%. || Aon UK B&T 2025: virtual GP 88% (highest-scoring benefit), MH first-aid training / MH awareness / MH apps most common MH offerings. Corroborates CIPD MH-provision marginals. Broker skew.",MANUAL,multi-select option prevalences
REW26_WEL_SCREENING,Wellbeing,yes_no,Do you offer health screening or health assessments?,No 55%,220,ANCHORED - FIX SHIPPED 2026-06-21,YES,1 - benefit prevalence,Health screening: 35% all; 47% large(250+); 23% SME (offered to all),"CIPD Health & Wellbeing at Work 2025 (Sept 2025, YouGov, n=1,101; large 250+ n=376; SME n=446)",all-UK / large split,A,"HW Table2. CORRECTS earlier note (seeded 45% vs this 35% all / 47% large). Broadstone 25% was clinic-based subset || FIX STAGED 2026-06-20 (PENDING BUILD CONFIRMATION): screening 45%->35% yes (all-UK) - all-UK base per default rule; confirm aggregate pass + tile recompute before marking SHIPPED || CIPD H&W 2025 SOURCE-CONFIRMED: health screening offered to all employees 35% all-UK (31% private large, 19% private SME, 23% public, 47% non-profit). Staged seed fix 35% VERIFIED. Flip ""PENDING"" -> ""FIX VERIFIED 2026-06-20"". | legacy corrob: medical screening 82%, n=78 - large-employer skew; CIPD A remains primary [2026-06-21] || CORROBORATION (two HRDH reads): Outlook21 medical screening 54% in place; Talent22 medical screening 52% implemented. Two independent large-co points agree ~52-54% have screening. Supports a majority-have figure; large-co skew vs all-UK noted. || Aon UK B&T 2025: 44% offer company-funded health screen, typically every 1-2 years (annual 44%/2yr 40%/3yr 3% of those offering). Frequency shape usable; prevalence stays CIPD-A (broker skew). || SHIPPED 2026-06-21: reseeded 44.55% -> realised Yes 35.0% (77/220) per CIPD H&W 2025 Table2 all-UK. Was seeded too HIGH. qa_reseed 9/9; not frozen. 21 orgs changed.",BASE_VARIANT,multi-base; use all-UK (first/headline)
REW26_WEL_STRATEGY,Wellbeing,single_select,"Is there a documented wellbeing strategy, and how often",No strategy 34%,220,ANCHORED,YES,1 - benefit prevalence,Stand-alone wellbeing strategy: 57% all; rising to 75% at 1000+; 21% at 2-49,"CIPD Health & Wellbeing at Work 2025 (Sept 2025, YouGov, n=1,101; large 250+ n=376; SME n=446)",all-UK / size gradient,A,"HW Fig5=57% all; Fig6 by size: 2-49=21%,50-249=55%,250-999=66%,1000+=75% || CIPD H&W 2025 SOURCE: 57% of UK employers have a stand-alone wellbeing strategy (44% in 2020). By size: 21% of 2-49, 55% of 50-249, 66% of 250-999, 75% of 1,000+. 75% taking some wellbeing action overall; 37% still more reactive than proactive. || PREVALENCE (CIPD H&W 2025): 57% of orgs have a stand-alone wellbeing strategy (up from 44% in 2020); 75% taking some wellbeing action. By size: 21% of 2-49 / 55% of 50-249 / 66% of 250-999 / 75% of 1,000+. A-grade all-UK. || Aon UK B&T 2025: formalised H&W strategy 41% have + 31% intend. Corroborates CIPD wellbeing-strategy direction. Broker skew, Grade B.",BASE_VARIANT,multi-base; use all-UK (first/headline)
EXT_REW_GAP_001,Recognition,single_select,Is there an approximate annual recognition budget per e,£26-£50 35%,213,ANCHORED,YES,2 - leave/policy,"Annual gift-led recognition spend per employee (UK, directional): ~76% spend under GBP200/head/yr - 23.5% under GBP50, 52.9% GBP50-200, 9.4% GBP200-500, 3.5% GBP500-1,000; plus ~7% no programme / no formal budget. Per-head spend often LOWER at enterprise (budget spread thinner): ~30% of 1,000+ spend <GBP50/head.","Huggg ""2026 UK Gifting & Recognition Benchmarks Report"" (vendor survey via Typeform, fieldwork 26 Jan-10 Feb 2026, n=85 verified UK HR professionals at 80+ orgs). Grade C - SMALL SELF-SELECTED SAMPLE, vendor audience skewed to Tech/Software (31.8%) & Professional Services (23.5%); NOT nationally representative. Directional only.","UK HR professionals, n=85 (small sample), self-selected vendor audience, industry-skewed (tech/prof-services heavy). Employer-prevalence denominator (right type) but C-grade: treat as directional, not representative. Size splits (micro/small/mid/enterprise) in source.",C,"RESEARCH NOTE (NOT AN ANCHOR) - IES 'Non-Financial Recognition' (Silverman, 2004): design taxonomy only. Scheme types: praise / vouchers / nomination-based; tiered multi-site structures (region->annual->overall). Four common recognition criteria: excellent customer service, above-and-beyond, ideas/innovation, exceptional contribution/teamwork. Typical award value cited GBP 25-150 (2004 prices). Vouchers are taxable benefits - employer should cover tax/NIC. PREVALENCE figures in this paper are REJECTED as anchor-grade: secondary citations, 22-27yrs old, internally inconsistent (Rose 1998 75%, Brown&Armstrong 1999 ~50%, Bevan 2003 60%+). Grade D - age-failed, same basis as MetLife EBTS 2014. Row remains UNANCHORED pending a current primary UK prevalence source (REBA/XpertHR/Personnel Today/Workhuman UK). || SOURCE CHECKED & REJECTED for anchoring - Achievers State of Recognition 2026 (EMEA edition, UK/FR/DE EMPLOYEE-sentiment survey). All figures are employee FEELINGS (e.g. 17% feel recognised by manager, 92% would give extra effort, 15% recognised weekly) or recognised-employee reward-redemption choices (brand gift cards 37% etc.) - NOT employer PREVALENCE (% of orgs operating a scheme/budget). Wrong denominator + EMEA-blended. Recognition-cluster equivalent of the EAP error. Do not re-mine for prevalence. || NON-ANCHOR vendor-illustrative reference (NOT prevalence, NOT benchmarked): Reward Gateway blog (2018) suggests an ILLUSTRATIVE ~GBP75/employee/year recognition budget split as a pyramid - peer eCards unlimited/free, peer instant award GBP10-20, manager award GBP30-45, monthly/quarterly award GBP50-75, employee-of-year GBP90-125. This is a vendor-invented example, not a measured UK figure - do NOT anchor. Useful only as design reference for budget-tier structure. || SECONDARY-BENCHMARK CONTEXT (not a clean anchor - vendor-restated secondary, NOT primary prevalence): Incentivesmart cost guide (Apr 2026, R.White CEO) cites CIPD/SHRM benchmark of recognition spend 0.5-1% of payroll for a structured programme (0.25% basic / 0.5% structured / 0.75-1% high-performance), and typical UK R&R spend GBP50-150 per employee/year; platform tech GBP3-8 PEPM. Vendor restatement of secondary sources - use only as directional context, not a register anchor. || Huggg 2026 Grade C NEW ANCHOR (small sample n=85, vendor-skewed - directional). Budget distribution: 76.4% <GBP200/head. NOTE coexists with non-anchor refs already on row (Reward Gateway illustrative GBP75; Incentivesmart secondary 0.5-1% payroll / GBP50-150). Huggg is the only PRIMARY survey figure here but C-grade. || NON-ANCHOR (recommendation, not prevalence, USD/non-UK): O.C.Tanner vendor article restates PRESCRIPTIVE budget guidance - SHRM ""at least 1% of payroll"", Aon ""0.25-3% of HR budget"", RPI ""$100-150/employee"", O.C.Tanner ""$200-350/employee"". These are ""should spend"" recommendations in USD, NOT UK employer prevalence. Contrast with Huggg PRIMARY actuals (76% of UK orgs spend <GBP200/head) which IS the anchor. Do not anchor recommendations. || CORROBORATION (CIPD Reward Mgmt 2022, n=280): Christmas bonus/hamper/voucher/gifts offered by 58% (to-all 51%); other one-off bonus/hamper/voucher/gifts 52% (to-all 39%). SMEs MORE likely than large on Christmas gifts (58%) and non-Christmas one-offs (42%). This is reward-CURRENCY prevalence (gifting), distinct from a structured recognition BUDGET - reference for the recognition-currency picture, Grade B (2022 vintage). || CHECKED - NOT A PREVALENCE SOURCE (CIPD Incentives & Recognition: An Evidence Review, Jan 2022, ref 8205). This is an academic evidence synthesis on whether/how incentives+recognition work - NO UK employer-prevalence data of any kind. Does NOT fill the Brightmine recognition-budget gap. Useful only as design-principle reference (team-vs-individual allocation, 5-category rating fairness, distributive/procedural justice). Recognition-budget row stays Grade-C legacy.",DISTRIBUTION,headline vs seed band aggregate
EXT_REW_GAP_002,Recognition,single_select,What is the typical value of an individual recognition,£51-£100 34%,175,unanchored - needs research,,2 - leave/policy,,,,,"RESEARCH NOTE (NOT AN ANCHOR) - IES 'Non-Financial Recognition' (Silverman, 2004): design taxonomy only. Scheme types: praise / vouchers / nomination-based; tiered multi-site structures (region->annual->overall). Four common recognition criteria: excellent customer service, above-and-beyond, ideas/innovation, exceptional contribution/teamwork. Typical award value cited GBP 25-150 (2004 prices). Vouchers are taxable benefits - employer should cover tax/NIC. PREVALENCE figures in this paper are REJECTED as anchor-grade: secondary citations, 22-27yrs old, internally inconsistent (Rose 1998 75%, Brown&Armstrong 1999 ~50%, Bevan 2003 60%+). Grade D - age-failed, same basis as MetLife EBTS 2014. Row remains UNANCHORED pending a current primary UK prevalence source (REBA/XpertHR/Personnel Today/Workhuman UK). || NON-ANCHOR vendor-illustrative reference (NOT prevalence, NOT benchmarked): Reward Gateway blog (2018) suggests an ILLUSTRATIVE ~GBP75/employee/year recognition budget split as a pyramid - peer eCards unlimited/free, peer instant award GBP10-20, manager award GBP30-45, monthly/quarterly award GBP50-75, employee-of-year GBP90-125. This is a vendor-invented example, not a measured UK figure - do NOT anchor. Useful only as design reference for budget-tier structure. || SECONDARY-BENCHMARK CONTEXT (not a clean anchor - vendor-restated secondary, NOT primary prevalence): Incentivesmart cost guide (Apr 2026, R.White CEO) cites CIPD/SHRM benchmark of recognition spend 0.5-1% of payroll for a structured programme (0.25% basic / 0.5% structured / 0.75-1% high-performance), and typical UK R&R spend GBP50-150 per employee/year; platform tech GBP3-8 PEPM. Vendor restatement of secondary sources - use only as directional context, not a register anchor.",,
EXT_REW_GAP_003,Recognition,single_select,Are there limits on how frequently an individual can re,Yes - clear limits apply 51%,173,unanchored - needs research,,2 - leave/policy,,,,,,,
EXT_REW_GAP_004,Recognition,single_select,Do you operate a long service award scheme?,Yes 56%,212,ANCHORED,,2 - leave/policy,76% operate a long-service award scheme,"lumi legacy platform (HR Data Hub intake), 2019-20","UK employer-prevalence, answered-only n; large-employer/FTSE skew; pre-2024 vintage",B,"|| SOURCING NOTE (HRDH Metrics catalogue, file HRDH Metrics 26.4.21.xlsx): this file is HR Data Hub's METRIC DEFINITIONS/data-dictionary - NOT a dataset (no values; figures live in their paid platform). ZERO anchorable numbers. BUT HR Data Hub benchmarks map ~1:1 to lumi's open recognition/long-service/incentive cluster: Long Service Awards Provision/Financial Value/Type, Recognition Scheme Provision/Employees Recognised/Impact, Bonus Scheme Provision + Eligibility by Level, Sick Pay Provision, Sabbaticals (paid/unpaid), Compassionate Leave days, Flexible Benefits provision, PMI Provision, Car Allowance/Lease by Level. RECOMMEND David explore HR Data Hub as a paid primary source to fill r185/187/188/189/190/194 (the rows no free CIPD/broker report covers). | PRIMARY (legacy): long-service award in place 76%, n=42. lumi legacy platform (HR Data Hub intake), 2019-20. [2026-06-21] || CORROBORATION (Drewberry 2026, n=626): 26.8% of employers offer up to 5 extra holiday days for long service (most popular); 23% offer NO additional service-based holiday. Employer-base read on long-service holiday accrual; complements the 76% any-long-service-scheme legacy figure. Broker-book skew. || CHECKED - NO PREVALENCE (CIPD Incentives & Recognition Evidence Review Jan 2022): contains no long-service-award prevalence figure. Long-service rows stay on Grade-B legacy (76% operate a scheme). This review is design guidance, not survey data.",CLEAN,single % vs single option
EXT_REW_GAP_005,Recognition,multi_select,Which length-of-service milestones are recognised throu,10 years; 20 years 8%,119,unanchored - needs research,,2 - leave/policy,,,,,,,
EXT_REW_GAP_006,Recognition,single_select,How are long service awards typically provided?,Non-financial recognitio 49%,173,ANCHORED,,2 - leave/policy,Most commonly Financial Award or Gift (some Combination financial+leave),"lumi legacy platform (HR Data Hub intake), 2019-20","UK employer-prevalence, answered-only n; large-employer/FTSE skew; pre-2024 vintage",B,"PRIMARY (legacy): LoS award type distribution Financial/Gift/Combination, n=42. lumi legacy platform (HR Data Hub intake), 2019-20. [2026-06-21] | legacy award-TYPE grid checked & DISCARDED: col-9 award list is a static template (identical 7-8 options every file, avg '7.3 per employer' = the dropdown options, not selections). Discrete award-type selections were never captured in legacy data - unrecoverable, do not re-chase. Recognition value-by-level grid (Annual/Peer/Team) follows Min/Max header pattern with only 1-2 real values each - too sparse. [2026-06-21]",MANUAL,no %-value in anchor
EXT_REW_GAP_007,Recognition,single_select,What is the typical value of a long service award at th,£101-£250 38%,177,unanchored - needs research,,2 - leave/policy,,,,,"HMRC TAX REFERENCE (factual, not prevalence): long-service awards for 20+ years of service are exempt from tax up to GBP50 per year of service, provided non-cash and no similar award in previous 10 yrs (so a 25-year award is exempt up to GBP1,250). Trivial benefits exemption GBP50/occasion does NOT cover gift cards (HMRC treats as cash-equivalent). Points taxable at redemption. Source: Incentivesmart cost guide 2026 restating HMRC rules. Useful as value-band reference for long-service award design, not an employer-prevalence anchor.",,
REW263_REC_CURRENCY,Recognition,single_select,"Are recognition awards primarily monetary, experiential",Monetary 25%,220,ANCHORED,YES,2 - leave/policy,"Recognition/gift currency (UK, directional): vouchers dominate at 43.5%; pick-and-send specific gift 32.9%; mix of approaches 27.1%; recipient choice 20%; CASH only 5.9% (and cash is perceived least effective for retention - 20% vs ~49% for gifts/vouchers). Mostly experiential/voucher rather than cash.","Huggg ""2026 UK Gifting & Recognition Benchmarks Report"" (vendor survey via Typeform, fieldwork 26 Jan-10 Feb 2026, n=85 verified UK HR professionals at 80+ orgs). Grade C - SMALL SELF-SELECTED SAMPLE, vendor audience skewed to Tech/Software (31.8%) & Professional Services (23.5%); NOT nationally representative. Directional only. || ALSO: CIPD RMS 2022 (n~280, Oct 2021) for voucher/gift prevalence 39-51%.","UK HR professionals, n=85 (small sample), self-selected vendor audience, industry-skewed (tech/prof-services heavy). Employer-prevalence denominator (right type) but C-grade: treat as directional, not representative. Size splits (micro/small/mid/enterprise) in source.",A,"RESEARCH NOTE (NOT AN ANCHOR) - IES 'Non-Financial Recognition' (Silverman, 2004): design taxonomy only. Scheme types: praise / vouchers / nomination-based; tiered multi-site structures (region->annual->overall). Four common recognition criteria: excellent customer service, above-and-beyond, ideas/innovation, exceptional contribution/teamwork. Typical award value cited GBP 25-150 (2004 prices). Vouchers are taxable benefits - employer should cover tax/NIC. PREVALENCE figures in this paper are REJECTED as anchor-grade: secondary citations, 22-27yrs old, internally inconsistent (Rose 1998 75%, Brown&Armstrong 1999 ~50%, Bevan 2003 60%+). Grade D - age-failed, same basis as MetLife EBTS 2014. Row remains UNANCHORED pending a current primary UK prevalence source (REBA/XpertHR/Personnel Today/Workhuman UK). || SOURCE CHECKED & REJECTED for anchoring - Achievers State of Recognition 2026 (EMEA edition, UK/FR/DE EMPLOYEE-sentiment survey). All figures are employee FEELINGS (e.g. 17% feel recognised by manager, 92% would give extra effort, 15% recognised weekly) or recognised-employee reward-redemption choices (brand gift cards 37% etc.) - NOT employer PREVALENCE (% of orgs operating a scheme/budget). Wrong denominator + EMEA-blended. Recognition-cluster equivalent of the EAP error. Do not re-mine for prevalence. || Huggg 2026 Grade C NEW ANCHOR (small sample, directional). Gift-type mix - voucher-led, cash rare (5.9%). Supersedes the earlier Achievers REJECTED note on this row (Achievers was sentiment; Huggg is employer-reported type-of-award, right denominator but C-grade). || CIPD RMS 2022 Grade A all-UK UPGRADE (C->A): voucher/gift recognition is mainstream - 51% of employers offer a Christmas bonus/hamper/voucher/gift, 39% offer OTHER one-off bonus/hamper/voucher/gifts. Confirms recognition currency is overwhelmingly voucher/gift/experiential rather than cash (consistent with Huggg cash-only 5.9%). NOTE: CIPD frames these under financial-wellbeing/benefits, not a formal ""recognition programme"" - so use for CURRENCY/type, not for scheme-prevalence. | legacy corrob: recognition scheme in place 66%, n=74; existing A remains primary [2026-06-21] | legacy award-TYPE grid checked & DISCARDED: col-9 award list is a static template (identical 7-8 options every file, avg '7.3 per employer' = the dropdown options, not selections). Discrete award-type selections were never captured in legacy data - unrecoverable, do not re-chase. Recognition value-by-level grid (Annual/Peer/Team) follows Min/Max header pattern with only 1-2 real values each - too sparse. [2026-06-21] || CORROBORATION (HRDH Outlook21 recognition actions): non-financial 'thank you' awards 51%/53%, one-off bonus, food/drink vouchers, extra holiday all widely used in COVID era. Supports experiential/non-monetary currency being common alongside monetary. Mix of one-off COVID actions, not durable scheme design - context only.",DISTRIBUTION,headline vs seed band aggregate
REW263_REC_IMPACT,Recognition,yes_no,Do you measure the impact of recognition on engagement,No 78%,220,ANCHORED,YES,2 - leave/policy,"Measuring recognition impact/ROI (UK, directional): only ~2% formally track ROI on gifting/recognition (clear metrics); 16.2% informal indicators; 56.4% do NOT track; 17.7% want to but do not know how. Belief-measurement gap: ~66% believe it aids retention, only ~2% can evidence it. (Secondary CIPD 2023: 89% offer some recognition but only 34% evaluate reward-strategy effectiveness.)","Huggg ""2026 UK Gifting & Recognition Benchmarks Report"" (vendor survey via Typeform, fieldwork 26 Jan-10 Feb 2026, n=85 verified UK HR professionals at 80+ orgs). Grade C - SMALL SELF-SELECTED SAMPLE, vendor audience skewed to Tech/Software (31.8%) & Professional Services (23.5%); NOT nationally representative. Directional only.","UK HR professionals, n=85 (small sample), self-selected vendor audience, industry-skewed (tech/prof-services heavy). Employer-prevalence denominator (right type) but C-grade: treat as directional, not representative. Size splits (micro/small/mid/enterprise) in source.",C,"SOURCE CHECKED & REJECTED for anchoring - Achievers State of Recognition 2026 (EMEA edition, UK/FR/DE EMPLOYEE-sentiment survey). All figures are employee FEELINGS (e.g. 17% feel recognised by manager, 92% would give extra effort, 15% recognised weekly) or recognised-employee reward-redemption choices (brand gift cards 37% etc.) - NOT employer PREVALENCE (% of orgs operating a scheme/budget). Wrong denominator + EMEA-blended. Recognition-cluster equivalent of the EAP error. Do not re-mine for prevalence. || Huggg 2026 Grade C NEW ANCHOR (small sample, directional). ROI-tracking near-absent (~2% formal). FLAG: chase CIPD 2023 Reward Management Survey PRIMARY for the 89%-offer / 34%-evaluate figures (Grade A at source - Huggg only restates them).",DISTRIBUTION,headline vs seed band aggregate
REW263_REC_MGRBUDGET,Recognition,single_select,Do you provide a personalised/flexible recognition budg,No 48%,220,unanchored - needs research,,2 - leave/policy,,,,,"RESEARCH NOTE (NOT AN ANCHOR) - IES 'Non-Financial Recognition' (Silverman, 2004): design taxonomy only. Scheme types: praise / vouchers / nomination-based; tiered multi-site structures (region->annual->overall). Four common recognition criteria: excellent customer service, above-and-beyond, ideas/innovation, exceptional contribution/teamwork. Typical award value cited GBP 25-150 (2004 prices). Vouchers are taxable benefits - employer should cover tax/NIC. PREVALENCE figures in this paper are REJECTED as anchor-grade: secondary citations, 22-27yrs old, internally inconsistent (Rose 1998 75%, Brown&Armstrong 1999 ~50%, Bevan 2003 60%+). Grade D - age-failed, same basis as MetLife EBTS 2014. Row remains UNANCHORED pending a current primary UK prevalence source (REBA/XpertHR/Personnel Today/Workhuman UK). || SOURCE CHECKED & REJECTED for anchoring - Achievers State of Recognition 2026 (EMEA edition, UK/FR/DE EMPLOYEE-sentiment survey). All figures are employee FEELINGS (e.g. 17% feel recognised by manager, 92% would give extra effort, 15% recognised weekly) or recognised-employee reward-redemption choices (brand gift cards 37% etc.) - NOT employer PREVALENCE (% of orgs operating a scheme/budget). Wrong denominator + EMEA-blended. Recognition-cluster equivalent of the EAP error. Do not re-mine for prevalence. || Huggg 2026 Grade C context (not a clean prevalence anchor for THIS question): inconsistent manager participation is a top challenge, spiking to 68% at mid-market (251-1K) - ~7x the micro-company rate. Indicates manager-led recognition budgets exist but are unevenly used; does not give a clean % operating a personalised manager budget. Leave unanchored pending CIPD Reward Mgmt survey.",,
REW263_REC_PEER,Recognition,single_select,Do you operate a peer-to-peer recognition programme (po,No 50%,220,ANCHORED,,2 - leave/policy,66% have an employee recognition scheme in place (peer-to-peer subset not separately split),"lumi legacy platform (HR Data Hub intake), 2019-20","UK employer-prevalence, answered-only n; large-employer/FTSE skew; pre-2024 vintage",B,"RESEARCH NOTE (NOT AN ANCHOR) - IES 'Non-Financial Recognition' (Silverman, 2004): design taxonomy only. Scheme types: praise / vouchers / nomination-based; tiered multi-site structures (region->annual->overall). Four common recognition criteria: excellent customer service, above-and-beyond, ideas/innovation, exceptional contribution/teamwork. Typical award value cited GBP 25-150 (2004 prices). Vouchers are taxable benefits - employer should cover tax/NIC. PREVALENCE figures in this paper are REJECTED as anchor-grade: secondary citations, 22-27yrs old, internally inconsistent (Rose 1998 75%, Brown&Armstrong 1999 ~50%, Bevan 2003 60%+). Grade D - age-failed, same basis as MetLife EBTS 2014. Row remains UNANCHORED pending a current primary UK prevalence source (REBA/XpertHR/Personnel Today/Workhuman UK). || SOURCE CHECKED & REJECTED for anchoring - Achievers State of Recognition 2026 (EMEA edition, UK/FR/DE EMPLOYEE-sentiment survey). All figures are employee FEELINGS (e.g. 17% feel recognised by manager, 92% would give extra effort, 15% recognised weekly) or recognised-employee reward-redemption choices (brand gift cards 37% etc.) - NOT employer PREVALENCE (% of orgs operating a scheme/budget). Wrong denominator + EMEA-blended. Recognition-cluster equivalent of the EAP error. Do not re-mine for prevalence. | PRIMARY (legacy, proxy): recognition scheme in place 66%, n=74; peer-to-peer not separately coded - upper-bound proxy. lumi legacy platform (HR Data Hub intake), 2019-20. [2026-06-21] || CORROBORATION (HRDH Outlook21): recognition was a major COVID-era focus (one-off bonuses, thank-you awards, vouchers); consistent with the legacy 66% any-recognition-scheme figure. Large-co COVID actions, not peer-to-peer split - context only.",CLEAN,single % vs single option
PAYTR_01_42eae7ec,Governance,single_select,Do job adverts typically include a salary or salary ran,Yes 58%,212,ANCHORED,YES,4 - governance/practice,Job adverts include salary/range: ~40% always; 53% always-or-sometimes,"CIPD Pay, Performance and Transparency 2024 (n=832; large 250+ 57%; SME 43%)",all-UK,A,PPT Fig16,BASE_VARIANT,multi-base; use all-UK (first/headline)
PAYTR_03_db0108d6,Governance,single_select,Is there a formal policy describing pay progression wit,Yes 54%,211,unanchored - needs research,,4 - governance/practice,,,,,,,
PROP_10d1211d,Governance,single_select,Does your organisation run disability pay gap analyses,Partially 58%,214,ANCHORED,YES,4 - governance/practice,"18% of UK employers ran disability pay gap analysis in year to Oct 2023 (27% of large 250+ employers had done so vs 9% of SMEs; 46% of large had NOT, 28% didn't know). No legal requirement currently.","CIPD ""Pay, performance and transparency 2024"" (Feb 2024, ref 8551, supported by ADP; research by IDR). YouGov, n=832 UK HR/senior decision-makers, fieldwork 3-24 Oct 2023, weighted (private 75%/public 18%/voluntary 7%; 57% large 250+, 43% SME). Grade A. Verified from source PDF.","All-UK employers, n=832, weighted (CIPD/IDR/YouGov 2023). Nationally representative. Sector & size splits in source. STRUCTURE/governance/transparency prevalence only - pay-level (increase %) data excluded as lumi holds no pay data.",A,"CIPD PPT 2024 Grade A all-UK: NEW ANCHOR. Disability pay reporting 18% overall (27% large / 9% small). Sits below gender (44%), equal-pay-audit (32%), ethnicity (28%).",BASE_VARIANT,multi-base; use all-UK (first/headline)
PROP_216f7323,Governance,multi_select,Which pillars are explicitly included in your total rew,None / no formal total r 3%,210,unanchored - needs research,,4 - governance/practice,,,,,,,
PROP_34ffb6e2,Governance,single_select,Which best describes how promotion decisions are govern,Governed at business-uni 41%,217,unanchored - needs research,,4 - governance/practice,,,,,,,
PROP_38555969,Governance,single_select,Do you have a documented annual reward/benefits communi,Partially 68%,217,unanchored - needs research,,4 - governance/practice,,,,,,,
PROP_674db2fc,Governance,single_select,Does the organisation provide total reward statements t,Provided and 25%-49% acc 26%,215,ANCHORED,YES,4 - governance/practice,"34% of UK employers provide total reward statements to staff (37% private, 26% public, 17% voluntary; rises to 65% of 1,000+ employers; 52-53% of UK-with-overseas / overseas-with-UK operations).","CIPD ""Pay, performance and transparency 2024"" (Feb 2024, ref 8551, supported by ADP; research by IDR). YouGov, n=832 UK HR/senior decision-makers, fieldwork 3-24 Oct 2023, weighted (private 75%/public 18%/voluntary 7%; 57% large 250+, 43% SME). Grade A. Verified from source PDF.","All-UK employers, n=832, weighted (CIPD/IDR/YouGov 2023). Nationally representative. Sector & size splits in source. STRUCTURE/governance/transparency prevalence only - pay-level (increase %) data excluded as lumi holds no pay data.",A,"Aon 2025 large-skew. Website dominant TRS channel (42% now, 63% incl. planned). All-UK-size rate lower given larger firms more likely to run TRS. || CIPD PPT 2024 Grade A all-UK: UPGRADED B->A. TRS prevalence 34% (size-skewed: 65% at 1,000+). TRS use tracks breadth of benefits offered.",BASE_VARIANT,multi-base; use all-UK (first/headline)
PROP_8862fcad,Governance,single_select,Does your organisation have a documented total rewards,In development 58%,213,unanchored - needs research,,4 - governance/practice,,"CIPD Reward Survey: Focus on Employee Benefits (Feb 2026, YouGov, n=1,059; large 250+ n=178; SME n=881)",all-UK,,No direct 'total-reward-strategy-exists' %; use objectives 77% as upper proxy,BASE_VARIANT,multi-base; use all-UK (first/headline)
PROP_930043cc,Governance,single_select,Does your organisation run ethnicity pay gap analyses a,Partially 65%,213,ANCHORED,YES,4 - governance/practice,Ethnicity pay gap analysis: 18% carry out (10% share); 56% have not; main barrier company size,"CIPD Pay, Performance and Transparency 2024 (n=832; large 250+ 57%; SME 43%)",all-UK,A,PPT Fig22 || CIPD PPT 2024 Grade A all-UK SOURCE-CONFIRM: 28% ran ethnicity pay gap analysis in yr to Oct 2023 (40% of large 250+; only 13% of SMEs); 18% shared findings with staff. No legal requirement. Public sector most likely (34%).,BASE_VARIANT,multi-base; use all-UK (first/headline)
PROP_aa4061d5,Governance,multi_select,How does your organisation measure the effectiveness of,Call centre/HR query vol 4%,193,unanchored - needs research,,4 - governance/practice,,,,,,,
PROP_cdff5737,Governance,single_select,Does the organisation run pay equity analyses across co,Yes - every 2 years 34%,216,unanchored - needs research,,4 - governance/practice,,,,,,,
PROP_d65a16e9,Governance,single_select,When was your total rewards strategy last refreshed or,25-36 months ago 37%,211,unanchored - needs research,,4 - governance/practice,,,,,"Korn Ferry Global Total Rewards Pulse (Dec 2025, n=7,936 orgs / 144 countries, Oct 2025 fieldwork). GLOBAL base, no UK-only cut - NOT prevalence-usable for a UK register. Context only, NOT an anchor. Global context: only 3% of reward strategies are seen as differentiated from competitors (74% high-level philosophy/market-consistent, 15% tailored); 75% review strategy periodically vs 12% proactively; 56% do not assess strategy effectiveness; 76% do not meaningfully communicate strategy (only 24% give detail); 50% involve no employee input. UK salary-increase data in this report is PAY data lumi excludes.",,
PROP_d992b2ea,Governance,single_select,Is there a standard minimum time-in-role or time-in-gra,Yes - standard across or 55%,218,unanchored - needs research,,4 - governance/practice,,,,,,,
PROP_e1d1e604,Governance,single_select,Approximately what proportion of employees receive an o,6-10% 32%,217,unanchored - needs research,,4 - governance/practice,,,,,,,
PROP_ef4ff31e,Governance,single_select,Do you monitor promotion rates by protected characteris,Planned but not yet 39%,215,unanchored - needs research,,4 - governance/practice,,,,,,,
REW262_GOV_ACTIONPLAN,Governance,multi_select,"Do you have a published equality action plan, and which",None 73%,220,UNANCHORED,,4 - governance/practice,,,,,Status was ANCHORED but anchor/source/notes all empty - reverted to true UNANCHORED state 2026-06-20.,,
REW262_GOV_AIINPAY,Governance,single_select,"Do you use AI tools in pay decisions, and with what gov",No AI use 60%,220,UNANCHORED,,4 - governance/practice,,,,,Status was ANCHORED but anchor/source/notes all empty - reverted to true UNANCHORED state 2026-06-20. || CONTEXT (CIPD Feb 2026): 34% of LARGE employers expect technology/AI & digital transformation to affect their benefits package in next 12mo (vs 10% SME). Most orgs (73%) plan to hold benefit count steady in 2026; 8% increase / 6% decrease. Forward signal for AI-in-reward direction.,,
